2025-01-16 10:30:52, Voltage: 0.8136 V
2025-01-16 10:32:26, Voltage: 0.8064 V
2025-01-16 10:32:41, Voltage: 0.8061 V
2025-01-16 10:32:56, Voltage: 0.8077 V
2025-01-16 10:45:52, Voltage: 0.8099 V
2025-01-16 10:46:07, Voltage: 0.8037 V
2025-01-16 10:46:23, Voltage: 0.8078 V
2025-01-16 10:46:38, Voltage: 0.8121 V
2025-01-16 10:46:53, Voltage: 0.8217 V
2025-01-16 10:47:08, Voltage: 0.8190 V
2025-01-16 10:47:23, Voltage: 0.8196 V
2025-01-16 10:47:38, Voltage: 0.8205 V
2025-01-16 10:47:53, Voltage: 0.8158 V
2025-01-16 10:48:08, Voltage: 0.8088 V
2025-01-16 10:48:23, Voltage: 0.8135 V
2025-01-16 10:48:38, Voltage: 0.8097 V
2025-01-16 10:48:53, Voltage: 0.8130 V
2025-01-16 10:49:08, Voltage: 0.8183 V
2025-01-16 10:49:23, Voltage: 0.8217 V
2025-01-16 10:49:38, Voltage: 0.8212 V
2025-01-16 10:49:53, Voltage: 0.8124 V
2025-01-16 10:50:08, Voltage: 0.8193 V
2025-01-16 10:50:23, Voltage: 0.8190 V
2025-01-16 10:50:38, Voltage: 0.8160 V
2025-01-16 10:50:53, Voltage: 0.8121 V
2025-01-16 10:51:08, Voltage: 0.8215 V
2025-01-16 10:51:23, Voltage: 0.8135 V
2025-01-16 10:51:38, Voltage: 0.8123 V
2025-01-16 10:51:53, Voltage: 0.8193 V
2025-01-16 10:52:08, Voltage: 0.8120 V
2025-01-16 10:52:23, Voltage: 0.8137 V
2025-01-16 10:52:38, Voltage: 0.8076 V
2025-01-16 10:52:54, Voltage: 0.8121 V
2025-01-16 10:53:09, Voltage: 0.8083 V
2025-01-16 10:53:24, Voltage: 0.8114 V
2025-01-16 10:53:39, Voltage: 0.8130 V
2025-01-16 10:53:54, Voltage: 0.8074 V
2025-01-16 10:54:09, Voltage: 0.8099 V
2025-01-16 10:54:24, Voltage: 0.8049 V
2025-01-16 10:54:39, Voltage: 0.8218 V
2025-01-16 10:54:54, Voltage: 0.8180 V
2025-01-16 10:55:09, Voltage: 0.8158 V
2025-01-16 10:55:24, Voltage: 0.8172 V
2025-01-16 10:55:39, Voltage: 0.8224 V
2025-01-16 10:55:54, Voltage: 0.8142 V
2025-01-16 10:56:09, Voltage: 0.8110 V
2025-01-16 10:56:24, Voltage: 0.8057 V
2025-01-16 10:56:39, Voltage: 0.8099 V
2025-01-16 10:56:54, Voltage: 0.8113 V
2025-01-16 10:57:09, Voltage: 0.8154 V
2025-01-16 10:57:24, Voltage: 0.7974 V
2025-01-16 10:57:39, Voltage: 0.8002 V
2025-01-16 10:59:18, Voltage: 0.4550 V
2025-01-16 10:59:33, Voltage: 0.4536 V
2025-01-16 13:04:26, Voltage: 0.4562 V
2025-01-16 13:04:41, Voltage: 0.4572 V
2025-01-16 13:04:56, Voltage: 0.4587 V
2025-01-16 14:23:10, Pin: AIN0, Voltage: 0.4572 V
2025-01-16 14:23:10, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:23:25, Pin: AIN0, Voltage: 0.4555 V
2025-01-16 14:23:25, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:23:40, Pin: AIN0, Voltage: 0.4582 V
2025-01-16 14:23:40, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:23:55, Pin: AIN0, Voltage: 0.4553 V
2025-01-16 14:23:55, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:24:10, Pin: AIN0, Voltage: 0.4590 V
2025-01-16 14:24:10, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:24:19, Pin: AIN0, Voltage: 0.4555 V
2025-01-16 14:24:19, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:24:34, Pin: AIN0, Voltage: 0.4560 V
2025-01-16 14:24:34, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:24:49, Pin: AIN0, Voltage: 0.4540 V
2025-01-16 14:24:49, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:25:04, Pin: AIN0, Voltage: 0.4549 V
2025-01-16 14:25:04, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:25:19, Pin: AIN0, Voltage: 0.4574 V
2025-01-16 14:25:19, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:25:34, Pin: AIN0, Voltage: 0.4584 V
2025-01-16 14:25:34, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:25:49, Pin: AIN0, Voltage: 0.4587 V
2025-01-16 14:25:49, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:26:04, Pin: AIN0, Voltage: 0.4552 V
2025-01-16 14:26:05, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:26:20, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:26:20, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:26:35, Pin: AIN0, Voltage: 0.4572 V
2025-01-16 14:26:35, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:26:50, Pin: AIN0, Voltage: 0.4579 V
2025-01-16 14:26:50, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:27:05, Pin: AIN0, Voltage: 0.4574 V
2025-01-16 14:27:05, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:27:20, Pin: AIN0, Voltage: 0.4580 V
2025-01-16 14:27:20, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:27:35, Pin: AIN0, Voltage: 0.4572 V
2025-01-16 14:27:35, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:27:50, Pin: AIN0, Voltage: 0.4575 V
2025-01-16 14:27:50, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:28:05, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:28:05, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:28:20, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:28:20, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:28:35, Pin: AIN0, Voltage: 0.4515 V
2025-01-16 14:28:35, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:28:50, Pin: AIN0, Voltage: 0.4541 V
2025-01-16 14:28:50, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:29:06, Pin: AIN0, Voltage: 0.4532 V
2025-01-16 14:29:06, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:29:21, Pin: AIN0, Voltage: 0.4554 V
2025-01-16 14:29:21, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:29:36, Pin: AIN0, Voltage: 0.4539 V
2025-01-16 14:29:36, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:29:51, Pin: AIN0, Voltage: 0.4561 V
2025-01-16 14:29:51, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:30:06, Pin: AIN0, Voltage: 0.4552 V
2025-01-16 14:30:06, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:30:21, Pin: AIN0, Voltage: 0.4542 V
2025-01-16 14:30:21, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:30:36, Pin: AIN0, Voltage: 0.4554 V
2025-01-16 14:30:36, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:30:51, Pin: AIN0, Voltage: 0.4524 V
2025-01-16 14:30:51, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:31:06, Pin: AIN0, Voltage: 0.4543 V
2025-01-16 14:31:06, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:31:21, Pin: AIN0, Voltage: 0.4545 V
2025-01-16 14:31:21, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:31:36, Pin: AIN0, Voltage: 0.4548 V
2025-01-16 14:31:37, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:31:52, Pin: AIN0, Voltage: 0.4558 V
2025-01-16 14:31:52, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:32:07, Pin: AIN0, Voltage: 0.4575 V
2025-01-16 14:32:07, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:32:22, Pin: AIN0, Voltage: 0.4545 V
2025-01-16 14:32:22, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:32:37, Pin: AIN0, Voltage: 0.4560 V
2025-01-16 14:32:37, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:32:52, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:32:52, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:33:07, Pin: AIN0, Voltage: 0.4580 V
2025-01-16 14:33:07, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:33:22, Pin: AIN0, Voltage: 0.4568 V
2025-01-16 14:33:22, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:33:37, Pin: AIN0, Voltage: 0.4563 V
2025-01-16 14:33:37, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:33:52, Pin: AIN0, Voltage: 0.4575 V
2025-01-16 14:33:52, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:34:07, Pin: AIN0, Voltage: 0.4578 V
2025-01-16 14:34:07, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:34:22, Pin: AIN0, Voltage: 0.4570 V
2025-01-16 14:34:23, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:34:38, Pin: AIN0, Voltage: 0.4577 V
2025-01-16 14:34:38, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:34:53, Pin: AIN0, Voltage: 0.4565 V
2025-01-16 14:34:53, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:35:08, Pin: AIN0, Voltage: 0.4594 V
2025-01-16 14:35:08, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:35:23, Pin: AIN0, Voltage: 0.4562 V
2025-01-16 14:35:23, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:35:38, Pin: AIN0, Voltage: 0.4591 V
2025-01-16 14:35:38, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:35:53, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:35:53, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:36:08, Pin: AIN0, Voltage: 0.4579 V
2025-01-16 14:36:08, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:36:23, Pin: AIN0, Voltage: 0.4585 V
2025-01-16 14:36:23, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:36:38, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:36:38, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:36:53, Pin: AIN0, Voltage: 0.4562 V
2025-01-16 14:36:53, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:37:09, Pin: AIN0, Voltage: 0.4584 V
2025-01-16 14:37:09, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:37:24, Pin: AIN0, Voltage: 0.4595 V
2025-01-16 14:37:24, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:37:39, Pin: AIN0, Voltage: 0.4583 V
2025-01-16 14:37:39, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:37:54, Pin: AIN0, Voltage: 0.4589 V
2025-01-16 14:37:54, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:38:09, Pin: AIN0, Voltage: 0.4571 V
2025-01-16 14:38:09, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:38:24, Pin: AIN0, Voltage: 0.4588 V
2025-01-16 14:38:24, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:38:39, Pin: AIN0, Voltage: 0.4578 V
2025-01-16 14:38:39, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:38:54, Pin: AIN0, Voltage: 0.4596 V
2025-01-16 14:38:54, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:39:09, Pin: AIN0, Voltage: 0.4569 V
2025-01-16 14:39:09, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:39:24, Pin: AIN0, Voltage: 0.4584 V
2025-01-16 14:39:24, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:39:39, Pin: AIN0, Voltage: 0.4578 V
2025-01-16 14:39:39, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:39:54, Pin: AIN0, Voltage: 0.4592 V
2025-01-16 14:39:55, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:40:10, Pin: AIN0, Voltage: 0.4582 V
2025-01-16 14:40:10, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:40:25, Pin: AIN0, Voltage: 0.4572 V
2025-01-16 14:40:25, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:40:40, Pin: AIN0, Voltage: 0.4567 V
2025-01-16 14:40:40, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:40:55, Pin: AIN0, Voltage: 0.4581 V
2025-01-16 14:40:55, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:41:10, Pin: AIN0, Voltage: 0.4552 V
2025-01-16 14:41:10, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:41:25, Pin: AIN0, Voltage: 0.4564 V
2025-01-16 14:41:25, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:41:40, Pin: AIN0, Voltage: 0.4587 V
2025-01-16 14:41:40, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:41:55, Pin: AIN0, Voltage: 0.4598 V
2025-01-16 14:41:55, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:42:10, Pin: AIN0, Voltage: 0.4559 V
2025-01-16 14:42:11, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:42:26, Pin: AIN0, Voltage: 0.4590 V
2025-01-16 14:42:26, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:42:41, Pin: AIN0, Voltage: 0.4574 V
2025-01-16 14:42:41, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:42:56, Pin: AIN0, Voltage: 0.4573 V
2025-01-16 14:42:56, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:43:11, Pin: AIN0, Voltage: 0.4573 V
2025-01-16 14:43:11, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:43:26, Pin: AIN0, Voltage: 0.4558 V
2025-01-16 14:43:26, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:43:41, Pin: AIN0, Voltage: 0.4560 V
2025-01-16 14:43:41, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:43:56, Pin: AIN0, Voltage: 0.4577 V
2025-01-16 14:43:56, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:44:11, Pin: AIN0, Voltage: 0.4570 V
2025-01-16 14:44:11, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:44:26, Pin: AIN0, Voltage: 0.4579 V
2025-01-16 14:44:26, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:44:41, Pin: AIN0, Voltage: 0.4561 V
2025-01-16 14:44:41, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:44:56, Pin: AIN0, Voltage: 0.4568 V
2025-01-16 14:44:57, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:45:12, Pin: AIN0, Voltage: 0.4557 V
2025-01-16 14:45:12, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:45:27, Pin: AIN0, Voltage: 0.4562 V
2025-01-16 14:45:27, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:45:42, Pin: AIN0, Voltage: 0.4576 V
2025-01-16 14:45:42, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:45:57, Pin: AIN0, Voltage: 0.4582 V
2025-01-16 14:45:57, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:46:12, Pin: AIN0, Voltage: 0.4564 V
2025-01-16 14:46:12, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:46:27, Pin: AIN0, Voltage: 0.4565 V
2025-01-16 14:46:27, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:46:42, Pin: AIN0, Voltage: 0.4559 V
2025-01-16 14:46:42, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:46:57, Pin: AIN0, Voltage: 0.4582 V
2025-01-16 14:46:57, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:47:12, Pin: AIN0, Voltage: 0.4598 V
2025-01-16 14:47:12, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:47:27, Pin: AIN0, Voltage: 0.4581 V
2025-01-16 14:47:27, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:47:42, Pin: AIN0, Voltage: 0.4547 V
2025-01-16 14:47:42, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:47:58, Pin: AIN0, Voltage: 0.4539 V
2025-01-16 14:47:58, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:48:13, Pin: AIN0, Voltage: 0.4573 V
2025-01-16 14:48:13, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:48:28, Pin: AIN0, Voltage: 0.4551 V
2025-01-16 14:48:28, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:48:43, Pin: AIN0, Voltage: 0.4547 V
2025-01-16 14:48:43, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:48:58, Pin: AIN0, Voltage: 0.4563 V
2025-01-16 14:48:58, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:49:13, Pin: AIN0, Voltage: 0.4558 V
2025-01-16 14:49:13, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:49:28, Pin: AIN0, Voltage: 0.4559 V
2025-01-16 14:49:28, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:49:43, Pin: AIN0, Voltage: 0.4580 V
2025-01-16 14:49:43, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:49:58, Pin: AIN0, Voltage: 0.4574 V
2025-01-16 14:49:58, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:50:13, Pin: AIN0, Voltage: 0.4562 V
2025-01-16 14:50:13, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:50:29, Pin: AIN0, Voltage: 0.4584 V
2025-01-16 14:50:29, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:50:44, Pin: AIN0, Voltage: 0.4588 V
2025-01-16 14:50:44, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:50:59, Pin: AIN0, Voltage: 0.4584 V
2025-01-16 14:50:59, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:51:14, Pin: AIN0, Voltage: 0.4559 V
2025-01-16 14:51:14, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:51:29, Pin: AIN0, Voltage: 0.4541 V
2025-01-16 14:51:29, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:51:44, Pin: AIN0, Voltage: 0.4548 V
2025-01-16 14:51:44, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:51:59, Pin: AIN0, Voltage: 0.4538 V
2025-01-16 14:51:59, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:52:14, Pin: AIN0, Voltage: 0.4532 V
2025-01-16 14:52:14, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:52:29, Pin: AIN0, Voltage: 0.4522 V
2025-01-16 14:52:29, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:52:44, Pin: AIN0, Voltage: 0.4547 V
2025-01-16 14:52:44, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:52:59, Pin: AIN0, Voltage: 0.4546 V
2025-01-16 14:53:00, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:53:15, Pin: AIN0, Voltage: 0.4544 V
2025-01-16 14:53:15, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:53:30, Pin: AIN0, Voltage: 0.4540 V
2025-01-16 14:53:30, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:53:45, Pin: AIN0, Voltage: 0.4533 V
2025-01-16 14:53:45, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:54:00, Pin: AIN0, Voltage: 0.4546 V
2025-01-16 14:54:00, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:54:15, Pin: AIN0, Voltage: 0.4526 V
2025-01-16 14:54:15, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:54:30, Pin: AIN0, Voltage: 0.4551 V
2025-01-16 14:54:30, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:54:45, Pin: AIN0, Voltage: 0.4550 V
2025-01-16 14:54:45, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:55:00, Pin: AIN0, Voltage: 0.4560 V
2025-01-16 14:55:00, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:55:15, Pin: AIN0, Voltage: 0.4559 V
2025-01-16 14:55:15, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:55:30, Pin: AIN0, Voltage: 0.4562 V
2025-01-16 14:55:30, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:55:45, Pin: AIN0, Voltage: 0.4557 V
2025-01-16 14:55:46, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:56:01, Pin: AIN0, Voltage: 0.4564 V
2025-01-16 14:56:01, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:56:16, Pin: AIN0, Voltage: 0.4557 V
2025-01-16 14:56:16, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:56:31, Pin: AIN0, Voltage: 0.4575 V
2025-01-16 14:56:31, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:56:46, Pin: AIN0, Voltage: 0.4576 V
2025-01-16 14:56:46, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:57:01, Pin: AIN0, Voltage: 0.4583 V
2025-01-16 14:57:01, Pin: AIN2, Voltage: 0.2511 V
2025-01-16 14:57:16, Pin: AIN0, Voltage: 0.4588 V
